Brand,Age,kmDriven,Transmission,Owner,FuelType
Hyundai,6,71422.0,Automatic,first,diesel
Ford,9,52000.0,Manual,first,petrol
Honda,10,86131.0,Manual,second,diesel
Toyota,9,145500.0,Manual,first,diesel
Toyota,2,69000.0,Automatic,first,diesel
Toyota,4,54000.0,Automatic,first,diesel
Hyundai,5,54000.0,Manual,second,petrol
Hyundai,5,61000.0,Manual,first,petrol
Maruti Suzuki,3,50000.0,Automatic,second,petrol
Toyota,4,45000.0,Automatic,first,diesel
Hyundai,9,53000.0,Automatic,first,hybrid
Honda,5,120000.0,Manual,second,diesel
Hyundai,7,25000.0,Automatic,first,petrol
Volkswagen,0,1.0,Automatic,first,petrol
Maruti Suzuki,4,80000.0,Manual,first,hybrid/cng
Toyota,6,25000.0,Automatic,first,petrol
Hyundai,3,65000.0,Manual,second,petrol
Hyundai,10,70000.0,Automatic,first,hybrid
Toyota,8,174000.0,Automatic,second,diesel
Maruti Suzuki,9,76000.0,Automatic,first,petrol
Honda,3,125000.0,Manual,first,diesel
Hyundai,4,55000.0,Automatic,second,hybrid
Maruti Suzuki,6,33946.0,Manual,first,petrol
Mahindra,3,65000.0,Automatic,second,diesel
Tata,15,120000.0,Manual,second,diesel
Maruti Suzuki,9,32000.0,Manual,first,petrol
Maruti Suzuki,9,79000.0,Automatic,second,petrol
Kia,4,60000.0,Manual,first,diesel
Hyundai,3,62250.0,Automatic,first,hybrid
Maruti Suzuki,12,120000.0,Automatic,first,hybrid
Honda,9,80000.0,Manual,second,diesel
Toyota,7,188000.0,Manual,second,diesel
Maruti Suzuki,10,147000.0,Manual,second,hybrid/cng
Maruti Suzuki,10,75871.0,Manual,second,hybrid/cng
Mercedes-Benz,14,125000.0,Automatic,second,diesel
Maruti Suzuki,9,52000.0,Automatic,second,hybrid/cng
Mercedes-Benz,9,85000.0,Automatic,first,petrol
Maruti Suzuki,22,51000.0,Manual,first,petrol
Mahindra,4,53000.0,Automatic,second,diesel
Tata,5,140000.0,Manual,first,diesel
Datsun,6,28.0,Automatic,first,hybrid
Maruti Suzuki,6,110000.0,Manual,second,diesel
Maruti Suzuki,13,53646.0,Manual,second,petrol
Honda,2,27000.0,Manual,first,petrol
Honda,5,30500.0,Automatic,second,petrol
Maruti Suzuki,13,82000.0,Manual,first,petrol
Maruti Suzuki,5,39000.0,Manual,first,petrol
Maruti Suzuki,8,79000.0,Manual,first,hybrid
Hyundai,5,90000.0,Manual,first,diesel
Tata,7,120000.0,Manual,first,diesel
Maruti Suzuki,9,63000.0,Manual,first,diesel
Maruti Suzuki,2,27000.0,Manual,first,petrol
Jeep,1,16000.0,Automatic,first,diesel
Honda,5,300000.0,Manual,second,diesel
Maruti Suzuki,8,68000.0,Manual,first,petrol
Honda,11,65000.0,Manual,second,hybrid
Toyota,0,5000.0,Automatic,first,diesel
Hyundai,6,53000.0,Manual,second,petrol
Honda,5,37000.0,Automatic,second,petrol
Mahindra,7,82000.0,Manual,first,diesel
Toyota,10,225000.0,Manual,second,diesel
Maruti Suzuki,9,60000.0,Automatic,second,hybrid/cng
Maruti Suzuki,11,90000.0,Manual,second,hybrid
Honda,6,56000.0,Manual,first,hybrid
Maruti Suzuki,4,42214.0,Manual,first,hybrid
Mahindra,7,57000.0,Automatic,second,petrol
Hyundai,9,62000.0,Manual,second,diesel
Kia,3,43123.0,Automatic,first,petrol
Maruti Suzuki,5,300000.0,Manual,first,petrol
Skoda,14,81000.0,Automatic,second,diesel
Hyundai,18,32950.0,Manual,second,petrol
Honda,5,47000.0,Automatic,first,petrol
BMW,5,98000.0,Automatic,first,diesel
Hyundai,8,68712.0,Manual,second,petrol
Hyundai,1,21000.0,Automatic,first,petrol
Mahindra,2,22000.0,Automatic,first,diesel
Honda,9,41000.0,Automatic,second,petrol
Jeep,7,80000.0,Manual,first,diesel
Toyota,7,80000.0,Automatic,second,hybrid/cng
Ford,14,85000.0,Manual,second,diesel
Hyundai,3,28000.0,Automatic,first,petrol
Hyundai,3,25000.0,Manual,first,petrol
Mercedes-Benz,11,78000.0,Automatic,first,petrol
Honda,6,48000.0,Manual,second,petrol
Volkswagen,12,90000.0,Manual,first,petrol
Honda,6,51000.0,Automatic,first,petrol
Maruti Suzuki,7,77500.0,Manual,second,diesel
Mercedes-Benz,3,100000.0,Automatic,first,diesel
Renault,7,79000.0,Manual,second,petrol
Audi,9,70000.0,Automatic,first,diesel
Mercedes-Benz,2,14000.0,Automatic,second,petrol
Maruti Suzuki,8,63000.0,Manual,first,hybrid/cng
Skoda,1,15000.0,Automatic,first,petrol
Hyundai,6,55000.0,Manual,second,petrol
Toyota,12,81000.0,Manual,second,hybrid/cng
Volkswagen,13,130000.0,Automatic,second,hybrid
Toyota,10,174000.0,Manual,second,diesel
Maruti Suzuki,7,58000.0,Manual,first,hybrid
Audi,13,150000.0,Automatic,second,diesel
Maruti Suzuki,5,60000.0,Automatic,first,hybrid/cng
Mercedes-Benz,6,35000.0,Automatic,second,diesel
Mahindra,2,11492.0,Automatic,first,petrol
Hyundai,3,60000.0,Manual,first,petrol
Hyundai,5,27000.0,Manual,second,petrol
Hyundai,9,111939.0,Manual,second,petrol
Hyundai,11,64000.0,Manual,second,hybrid
Maruti Suzuki,8,74000.0,Automatic,second,hybrid/cng
Maruti Suzuki,4,18100.0,Manual,first,petrol
Maruti Suzuki,3,80000.0,Automatic,first,petrol
Hyundai,7,39000.0,Automatic,second,petrol
Hyundai,6,180000.0,Manual,first,petrol
Maruti Suzuki,14,90000.0,Manual,second,hybrid
Chevrolet,8,84231.0,Automatic,second,diesel
Toyota,5,55000.0,Automatic,first,diesel
Toyota,1,39500.0,Automatic,first,hybrid/cng
Ford,7,70000.0,Automatic,second,diesel
MG,3,9000.0,Automatic,first,petrol
Mercedes-Benz,9,34000.0,Automatic,first,diesel
Mercedes-Benz,7,60000.0,Automatic,second,diesel
Tata,5,120000.0,Manual,first,diesel
Renault,9,82000.0,Manual,second,diesel
Hyundai,14,74000.0,Manual,second,petrol
Volkswagen,6,23000.0,Manual,second,diesel
BMW,0,20000.0,Automatic,first,petrol
Toyota,5,90000.0,Automatic,first,petrol
Maruti Suzuki,12,69321.0,Automatic,second,petrol
Maruti Suzuki,4,300000.0,Manual,second,petrol
Kia,4,39000.0,Automatic,second,petrol
Maruti Suzuki,7,59968.0,Manual,first,petrol
Maruti Suzuki,5,62000.0,Automatic,second,hybrid/cng
Honda,3,74000.0,Manual,first,hybrid
Maruti Suzuki,7,11035.0,Manual,first,petrol
Maruti Suzuki,9,148000.0,Manual,second,diesel
Hyundai,13,108000.0,Automatic,second,hybrid/cng
Renault,8,130000.0,Manual,second,diesel
Maruti Suzuki,7,73000.0,Manual,first,hybrid/cng
Maruti Suzuki,8,199600.0,Manual,second,diesel
Chevrolet,10,95000.0,Manual,second,diesel
Honda,14,80000.0,Automatic,second,petrol
Maruti Suzuki,9,60000.0,Manual,first,diesel
Maruti Suzuki,1,35000.0,Automatic,second,hybrid
Fiat,13,85000.0,Manual,second,diesel
Maruti Suzuki,2,31000.0,Manual,first,hybrid/cng
Maruti Suzuki,6,7554.0,Automatic,first,petrol
Maruti Suzuki,5,146000.0,Manual,second,diesel
Maruti Suzuki,7,55000.0,Manual,first,petrol
Maruti Suzuki,16,20000.0,Automatic,second,hybrid
Nissan,12,75000.0,Manual,second,petrol
Honda,14,107000.0,Manual,second,petrol
Hyundai,5,72000.0,Manual,first,petrol
Honda,3,30500.0,Manual,first,petrol
Maruti Suzuki,8,22.0,Automatic,second,hybrid
Maruti Suzuki,9,100000.0,Automatic,second,hybrid/cng
BMW,7,100000.0,Automatic,first,diesel
Honda,11,85000.0,Automatic,second,hybrid
Maruti Suzuki,6,48757.0,Manual,first,petrol
Volvo,1,9700.0,Automatic,first,petrol
Audi,3,8000.0,Automatic,first,petrol
Maruti Suzuki,16,69000.0,Manual,second,petrol
Maruti Suzuki,5,82123.0,Automatic,first,hybrid/cng
Hyundai,8,51200.0,Automatic,second,petrol
Hyundai,6,250000.0,Manual,first,petrol
Maruti Suzuki,6,65000.0,Automatic,second,petrol
Maruti Suzuki,6,85000.0,Manual,second,petrol
Renault,6,83000.0,Automatic,second,diesel
Mahindra,11,16.0,Manual,first,diesel
Skoda,9,151000.0,Automatic,second,diesel
Maruti Suzuki,2,80000.0,Automatic,first,petrol
Maruti Suzuki,15,90000.0,Manual,second,petrol
Hyundai,13,75000.0,Automatic,second,petrol
Hyundai,11,69000.0,Manual,first,petrol
Maruti Suzuki,2,27000.0,Manual,first,petrol
Hyundai,6,40000.0,Automatic,first,diesel
Maruti Suzuki,1,62000.0,Manual,first,hybrid/cng
Maruti Suzuki,13,71500.0,Automatic,second,petrol
Hyundai,0,10000.0,Automatic,first,hybrid
Mini,9,72000.0,Automatic,second,petrol
Mahindra,1,40000.0,Manual,first,diesel
Maruti Suzuki,4,56000.0,Manual,second,petrol
Maruti Suzuki,5,1.0,Manual,second,diesel
Maruti Suzuki,21,33000.0,Manual,second,petrol
Skoda,5,35000.0,Automatic,second,petrol
Toyota,2,32500.0,Manual,first,diesel
Maruti Suzuki,7,76391.0,Manual,first,hybrid
Mercedes-Benz,10,120000.0,Automatic,first,diesel
Ford,7,19000.0,Automatic,first,petrol
Toyota,3,31500.0,Automatic,first,diesel
Hyundai,15,136000.0,Manual,second,hybrid
BMW,10,64000.0,Automatic,second,diesel
Maruti Suzuki,3,300000.0,Automatic,first,petrol
Maruti Suzuki,12,124000.0,Manual,first,petrol
Maruti Suzuki,2,42000.0,Manual,first,hybrid/cng
Toyota,11,126870.0,Automatic,first,diesel
Audi,12,160000.0,Automatic,second,diesel
Tata,4,58000.0,Automatic,first,hybrid/cng
Maruti Suzuki,6,69433.0,Automatic,second,diesel
Mercedes-Benz,4,51111.0,Automatic,second,diesel
Mahindra,7,70000.0,Automatic,first,diesel
Maruti Suzuki,7,94000.0,Manual,second,hybrid/cng
Maruti Suzuki,14,90000.0,Manual,second,hybrid
BMW,5,49000.0,Automatic,first,diesel
Maruti Suzuki,10,80000.0,Automatic,first,hybrid
Chevrolet,15,103979.0,Manual,first,petrol
Volkswagen,6,48000.0,Manual,first,petrol
Maruti Suzuki,12,90000.0,Manual,second,hybrid/cng
Hyundai,14,63000.0,Manual,second,hybrid/cng
Mercedes-Benz,6,25000.0,Automatic,second,petrol
Mahindra,5,30700.0,Automatic,first,diesel
Ford,13,115000.0,Manual,second,diesel
Honda,6,44902.0,Automatic,second,petrol
Hyundai,0,3100.0,Automatic,first,petrol
Hyundai,10,69000.0,Automatic,first,petrol
Volkswagen,11,97000.0,Automatic,first,petrol
Honda,13,30.0,Automatic,first,hybrid
Hyundai,2,55000.0,Manual,first,diesel
Maruti Suzuki,8,58000.0,Automatic,second,petrol
Hyundai,8,30000.0,Manual,second,petrol
Maruti Suzuki,2,26000.0,Manual,first,petrol
Mahindra,5,115000.0,Manual,second,diesel
Maruti Suzuki,1,58094.0,Automatic,first,hybrid/cng
Maruti Suzuki,5,53110.0,Automatic,second,petrol
MG,5,71000.0,Manual,first,diesel
Datsun,8,72111.0,Manual,second,hybrid
Maruti Suzuki,8,70000.0,Manual,second,diesel
Tata,15,31000.0,Automatic,second,diesel
Maruti Suzuki,12,60000.0,Manual,second,diesel
Tata,5,48000.0,Automatic,second,petrol
Maruti Suzuki,7,44708.0,Manual,second,petrol
BMW,8,300000.0,Automatic,second,diesel
Renault,6,100000.0,Manual,first,diesel
Skoda,12,80000.0,Manual,first,diesel
Hyundai,1,27000.0,Automatic,first,petrol
Maruti Suzuki,19,135000.0,Automatic,second,petrol
Kia,0,20000.0,Automatic,first,diesel
Hyundai,12,78000.0,Manual,first,hybrid/cng
Maruti Suzuki,2,20000.0,Manual,first,petrol
Hyundai,9,60000.0,Manual,second,petrol
Maruti Suzuki,8,45000.0,Automatic,first,petrol
Maruti Suzuki,2,22000.0,Automatic,second,hybrid
Maruti Suzuki,2,29000.0,Automatic,first,hybrid/cng
Volkswagen,12,65000.0,Manual,first,diesel
Maruti Suzuki,5,73000.0,Manual,first,hybrid
Mercedes-Benz,10,86000.0,Automatic,first,diesel
Hyundai,7,86000.0,Manual,second,diesel
Toyota,14,154000.0,Manual,second,diesel
Audi,8,42000.0,Automatic,first,petrol
Maruti Suzuki,9,82000.0,Manual,second,petrol
Maruti Suzuki,9,81000.0,Manual,second,diesel
Honda,10,65374.0,Automatic,second,petrol
Maruti Suzuki,7,72000.0,Manual,second,petrol
Hyundai,5,48000.0,Manual,first,diesel
Maruti Suzuki,7,65000.0,Automatic,first,petrol
Hyundai,13,90000.0,Manual,first,hybrid/cng
Toyota,15,75000.0,Manual,second,hybrid/cng
Honda,9,83000.0,Automatic,second,petrol
Toyota,12,200000.0,Manual,second,diesel
Maruti Suzuki,9,74000.0,Manual,first,diesel
Hyundai,6,57000.0,Automatic,first,petrol
Honda,3,15000.0,Manual,first,petrol
Jaguar,5,48000.0,Automatic,second,diesel
Kia,3,80500.0,Automatic,first,diesel
Mercedes-Benz,1,16600.0,Automatic,first,diesel
Maruti Suzuki,3,52000.0,Automatic,first,hybrid/cng
Maruti Suzuki,6,60000.0,Automatic,second,petrol
Maruti Suzuki,5,43000.0,Automatic,second,hybrid/cng
Skoda,6,19788.0,Automatic,second,petrol
Hyundai,11,60000.0,Automatic,first,petrol
Tata,0,140.0,Automatic,first,petrol
Skoda,9,90000.0,Automatic,second,petrol
BMW,11,69000.0,Automatic,second,diesel
Skoda,4,41000.0,Automatic,first,petrol
Audi,9,77000.0,Automatic,second,diesel
Maruti Suzuki,11,140000.0,Manual,second,diesel
Maruti Suzuki,12,59350.0,Manual,second,petrol
Audi,1,35000.0,Automatic,first,petrol
Tata,6,42000.0,Automatic,first,hybrid/cng
Toyota,17,50000.0,Manual,first,diesel
Maruti Suzuki,10,90000.0,Manual,second,diesel
Hyundai,14,63000.0,Manual,second,hybrid
Hyundai,13,78000.0,Manual,first,hybrid
Maruti Suzuki,3,49780.0,Manual,first,petrol
Mahindra,9,119860.0,Manual,second,diesel
Maruti Suzuki,17,46000.0,Manual,second,petrol
Nissan,7,76000.0,Automatic,second,petrol
Volkswagen,13,300000.0,Manual,first,diesel
Honda,6,59000.0,Automatic,second,petrol
Hyundai,12,64000.0,Automatic,second,petrol
Maruti Suzuki,7,96000.0,Automatic,first,hybrid/cng
Maruti Suzuki,12,84000.0,Manual,second,petrol
Maruti Suzuki,5,68404.0,Automatic,second,petrol
Honda,8,44000.0,Manual,second,petrol
Nissan,10,90000.0,Manual,first,diesel
Honda,14,65000.0,Manual,second,petrol
Honda,5,17000.0,Automatic,first,petrol
Maruti Suzuki,6,116520.0,Automatic,second,hybrid
Hyundai,8,85000.0,Manual,first,petrol
Honda,13,61000.0,Automatic,first,hybrid/cng
Honda,15,85000.0,Automatic,first,hybrid
Hyundai,8,100000.0,Automatic,second,hybrid/cng
Honda,7,300000.0,Manual,second,petrol
Maruti Suzuki,7,67000.0,Manual,second,hybrid
Renault,8,23.0,Manual,second,petrol
Jeep,7,49000.0,Automatic,first,petrol
Toyota,9,132000.0,Manual,second,diesel
Mahindra,12,138500.0,Manual,second,diesel
Renault,7,100000.0,Manual,first,petrol
Maruti Suzuki,13,110000.0,Manual,second,diesel
Honda,3,31000.0,Automatic,second,petrol
Maruti Suzuki,2,23000.0,Manual,first,petrol
Toyota,2,47448.0,Automatic,first,petrol
Ford,7,55000.0,Automatic,second,hybrid/cng
Toyota,8,35000.0,Manual,second,petrol
Maruti Suzuki,9,65510.0,Manual,second,hybrid
Honda,10,64000.0,Automatic,second,petrol
Maruti Suzuki,6,45000.0,Automatic,first,petrol
Hyundai,9,76000.0,Automatic,second,diesel
Maruti Suzuki,3,32000.0,Manual,first,hybrid
Maruti Suzuki,10,88500.0,Automatic,first,hybrid
Maruti Suzuki,8,69000.0,Manual,second,hybrid
Hyundai,12,76610.0,Manual,first,petrol
Maruti Suzuki,2,42000.0,Manual,first,petrol
Maruti Suzuki,7,300000.0,Automatic,first,hybrid
Maruti Suzuki,7,300000.0,Manual,first,petrol
Audi,10,113000.0,Automatic,first,diesel
Maruti Suzuki,10,80000.0,Manual,second,diesel
Maruti Suzuki,27,28000.0,Manual,first,petrol
Maruti Suzuki,10,52000.0,Manual,second,petrol
Volkswagen,6,93173.0,Automatic,first,diesel
Hyundai,4,72800.0,Automatic,first,hybrid
Maruti Suzuki,8,26000.0,Manual,second,petrol
Hyundai,8,76000.0,Manual,first,hybrid/cng
Toyota,5,50125.0,Automatic,first,petrol
Toyota,8,160000.0,Manual,second,diesel
Skoda,9,68000.0,Manual,second,petrol
Tata,14,147689.0,Manual,second,diesel
Maruti Suzuki,15,125000.0,Manual,first,diesel
Mahindra,15,98000.0,Manual,second,diesel
Maruti Suzuki,12,86239.0,Manual,second,petrol
Hyundai,12,77000.0,Automatic,second,hybrid/cng
Maruti Suzuki,6,54000.0,Manual,first,petrol
Citroen,3,54384.0,Automatic,first,diesel
Hyundai,5,64000.0,Automatic,first,petrol
Toyota,5,65000.0,Automatic,first,diesel
Toyota,8,151000.0,Automatic,first,diesel
Audi,8,139000.0,Automatic,first,diesel
Hyundai,9,65000.0,Manual,first,petrol
Honda,17,64000.0,Manual,second,hybrid
Maruti Suzuki,6,88000.0,Manual,first,hybrid
Lexus,5,26000.0,Automatic,first,hybrid
MG,2,52000.0,Automatic,second,diesel
Ford,6,75000.0,Automatic,first,petrol
Maruti Suzuki,11,135000.0,Manual,second,diesel
Hyundai,6,75000.0,Manual,second,diesel
Maruti Suzuki,6,7503.0,Automatic,first,petrol
MG,3,19000.0,Automatic,second,petrol
Toyota,3,44000.0,Automatic,first,diesel
Maruti Suzuki,0,1800.0,Manual,first,petrol
Maruti Suzuki,6,68000.0,Manual,first,diesel
Tata,7,97000.0,Automatic,first,diesel
Maruti Suzuki,15,99000.0,Manual,second,hybrid/cng
Maruti Suzuki,5,53000.0,Automatic,first,hybrid/cng
Kia,2,15000.0,Automatic,first,petrol
Maruti Suzuki,5,70000.0,Manual,second,diesel
Maruti Suzuki,16,1.0,Manual,second,hybrid/cng
Toyota,7,177000.0,Manual,first,diesel
Hyundai,10,63000.0,Automatic,second,petrol
Mahindra,13,110000.0,Manual,second,diesel
Maruti Suzuki,4,55000.0,Automatic,first,petrol
Toyota,5,94000.0,Manual,first,diesel
Maruti Suzuki,10,70500.0,Manual,second,diesel
Mahindra,8,24000.0,Manual,second,diesel
Mini,5,41400.0,Automatic,second,petrol
Maruti Suzuki,1,50000.0,Manual,second,hybrid/cng
Mercedes-Benz,14,300000.0,Automatic,second,petrol
Volkswagen,7,76654.0,Automatic,first,petrol
Maruti Suzuki,4,65000.0,Manual,first,petrol
Maruti Suzuki,4,48963.0,Manual,first,hybrid/cng
Mahindra,2,98000.0,Automatic,first,diesel
Mahindra,5,83000.0,Automatic,first,diesel
Honda,7,61000.0,Manual,first,petrol
Maruti Suzuki,7,52358.0,Automatic,first,hybrid/cng
Maruti Suzuki,9,80000.0,Automatic,first,hybrid
Volkswagen,14,90000.0,Manual,first,petrol
Maruti Suzuki,11,223000.0,Manual,second,diesel
Maruti Suzuki,8,74000.0,Manual,first,hybrid
Hyundai,17,50000.0,Automatic,first,hybrid/cng
Hyundai,5,41000.0,Automatic,first,petrol
Tata,10,70000.0,Manual,second,petrol
Fiat,14,117500.0,Manual,second,diesel
Mahindra,9,65000.0,Automatic,second,diesel
Maruti Suzuki,11,300000.0,Manual,second,hybrid/cng
Maruti Suzuki,4,62000.0,Manual,first,hybrid/cng
Maruti Suzuki,38,68000.0,Manual,second,petrol
Toyota,12,67000.0,Manual,first,petrol
Porsche,11,66000.0,Automatic,first,petrol
Mahindra,7,300000.0,Manual,first,diesel
Renault,5,78000.0,Manual,first,petrol
Maruti Suzuki,10,70000.0,Manual,second,hybrid
Ford,3,300000.0,Automatic,first,diesel
Maruti Suzuki,2,43268.0,Manual,second,petrol
Maruti Suzuki,13,53000.0,Manual,second,petrol
Mercedes-Benz,7,106207.0,Automatic,first,diesel
Hyundai,12,130000.0,Manual,second,diesel
Hyundai,14,70000.0,Automatic,second,hybrid
Porsche,4,20000.0,Automatic,first,petrol
Toyota,7,115000.0,Automatic,second,diesel
Volkswagen,6,44000.0,Automatic,second,petrol
Land Rover,8,38000.0,Automatic,first,diesel
Maruti Suzuki,4,14796.0,Manual,first,petrol
Datsun,6,300000.0,Manual,second,petrol
Audi,10,300000.0,Automatic,first,diesel
Maruti Suzuki,12,78850.0,Automatic,second,hybrid/cng
Jeep,7,60000.0,Manual,first,diesel
Maruti Suzuki,8,92000.0,Manual,first,hybrid/cng
Hyundai,14,105000.0,Manual,second,petrol
Hyundai,5,57000.0,Manual,first,petrol
Ford,7,55000.0,Automatic,second,hybrid/cng
Renault,6,95000.0,Manual,second,diesel
Maruti Suzuki,9,52000.0,Manual,first,hybrid
Maruti Suzuki,5,60000.0,Automatic,first,hybrid
Maruti Suzuki,9,51000.0,Manual,first,petrol
Hyundai,5,29000.0,Automatic,second,petrol
Hyundai,2,41000.0,Manual,first,hybrid
Skoda,7,96000.0,Manual,second,diesel
Toyota,1,125000.0,Manual,first,diesel
Toyota,7,171000.0,Manual,first,diesel
Toyota,5,87695.0,Automatic,first,diesel
Maruti Suzuki,4,49000.0,Automatic,first,petrol
Honda,7,45000.0,Automatic,second,petrol
Honda,9,57000.0,Manual,second,petrol
Renault,11,119000.0,Manual,second,diesel
Toyota,2,45000.0,Automatic,first,hybrid/cng
Mahindra,6,166000.0,Manual,first,diesel
Chevrolet,12,100000.0,Automatic,second,hybrid
Maruti Suzuki,6,34184.0,Automatic,second,petrol
Mahindra,2,29000.0,Automatic,first,diesel
Kia,1,11000.0,Manual,first,petrol
Renault,4,110000.0,Automatic,first,diesel
Jaguar,11,35000.0,Automatic,second,diesel
Mahindra,9,74749.0,Manual,first,diesel
Maruti Suzuki,8,59000.0,Automatic,first,petrol
Maruti Suzuki,6,56000.0,Automatic,second,hybrid
Tata,2,9100.0,Automatic,first,petrol
Hyundai,10,132000.0,Manual,first,petrol
Tata,9,300000.0,Automatic,second,petrol
Honda,17,75000.0,Automatic,second,hybrid
Ford,5,55000.0,Manual,first,diesel
Maruti Suzuki,0,8000.0,Manual,first,petrol
Ford,14,75000.0,Manual,second,diesel
Maruti Suzuki,7,77000.0,Manual,first,hybrid/cng
Audi,7,52000.0,Automatic,first,petrol
Maruti Suzuki,14,80000.0,Manual,second,petrol
Maruti Suzuki,8,72000.0,Manual,second,petrol
Hyundai,3,53000.0,Manual,first,diesel
Hyundai,10,71000.0,Manual,first,petrol
Porsche,10,7000.0,Automatic,first,petrol
Honda,7,81000.0,Automatic,first,petrol
Volkswagen,5,92000.0,Automatic,second,diesel
Maruti Suzuki,5,33000.0,Manual,first,hybrid
Kia,2,43000.0,Automatic,first,diesel
Toyota,5,64000.0,Automatic,first,diesel
Volkswagen,9,77200.0,Automatic,second,petrol
Mercedes-Benz,2,38000.0,Automatic,second,diesel
Honda,9,55000.0,Automatic,second,hybrid/cng
Maruti Suzuki,7,107000.0,Manual,first,hybrid/cng
Maruti Suzuki,10,91440.0,Manual,second,hybrid/cng
Tata,2,65550.0,Manual,first,diesel
Tata,5,73000.0,Manual,first,diesel
Hyundai,9,75000.0,Automatic,second,diesel
Mercedes-Benz,9,82000.0,Automatic,second,diesel
Honda,7,74000.0,Manual,second,diesel
Toyota,6,99500.0,Automatic,second,diesel
Honda,12,56320.0,Automatic,second,hybrid/cng
Hyundai,2,45000.0,Manual,first,petrol
Maruti Suzuki,2,300000.0,Manual,second,hybrid
Mahindra,2,21000.0,Automatic,first,petrol
Maruti Suzuki,6,62000.0,Manual,first,hybrid
Maruti Suzuki,5,37000.0,Automatic,second,petrol
Maruti Suzuki,12,71000.0,Manual,first,hybrid/cng
Maruti Suzuki,7,79000.0,Manual,second,hybrid/cng
Mercedes-Benz,7,61000.0,Automatic,second,diesel
Kia,2,29000.0,Automatic,first,diesel
Audi,9,89000.0,Automatic,first,diesel
Maruti Suzuki,6,70000.0,Automatic,first,hybrid
Hyundai,7,64000.0,Manual,first,hybrid/cng
Maruti Suzuki,5,60000.0,Automatic,first,hybrid/cng
Tata,16,24000.0,Manual,first,petrol
Land Rover,5,53546.0,Automatic,first,diesel
Mercedes-Benz,19,158000.0,Automatic,second,diesel
Datsun,5,47000.0,Automatic,first,petrol
Tata,6,80000.0,Automatic,second,diesel
Honda,9,116000.0,Manual,first,petrol
Mercedes-Benz,0,4700.0,Automatic,first,petrol
Renault,4,68000.0,Automatic,first,hybrid/cng
Maruti Suzuki,3,75000.0,Manual,first,hybrid/cng
Hyundai,7,45000.0,Manual,first,petrol
Hyundai,5,39000.0,Automatic,first,hybrid/cng
Honda,9,65000.0,Manual,first,petrol
Ford,4,89000.0,Automatic,first,diesel
Hyundai,9,80000.0,Manual,second,petrol
Maruti Suzuki,6,68000.0,Manual,first,diesel
Hyundai,6,46000.0,Manual,first,hybrid
Honda,21,70000.0,Manual,second,petrol
